,NO (µg/m³N),NO2 (µg/m³N),SO2 (µg/m³N),O3 (µg/m³N),TMP (ºC),HR (% H.R.),NOX (µg/m³N),DD (grados),PRB (mb),RS (W/m³),VV (m/s),C6H6 (µg/m³N),C7H8 (µg/m³N),XIL (µg/m³N),PM10 (µg/m³N)
2021-08-01,2.0,10.0,2.0,101.0,31.0,22.0,13.0,296.0,1013.0,1.0,1.0,1.6400000000000001,0.73,1.7,8.0
2021-08-02,2.0,5.0,2.0,67.0,25.0,85.0,8.0,78.0,1018.0,1.0,1.0,0.53,1.35,1.0799999999999998,34.0
2021-08-03,2.0,6.0,2.0,51.0,25.0,88.0,9.0,254.0,1019.0,1.0,1.0,0.48,0.62,1.19,7.0
2021-08-04,2.0,6.0,2.0,57.0,25.0,82.0,10.0,184.0,1019.0,1.0,1.0,0.39,0.49000000000000005,0.9,5.0
2021-08-05,2.0,8.0,2.0,74.0,27.0,61.0,11.0,122.0,1017.0,1.0,1.0,0.5900000000000001,0.62,1.0899999999999999,35.0
2021-08-06,2.0,6.0,2.0,64.0,26.0,85.0,10.0,166.0,1015.0,1.0,1.0,0.45999999999999996,0.77,1.1199999999999999,29.0
2021-08-07,2.0,7.0,2.0,95.0,26.0,87.0,11.0,172.0,1010.0,1.0,1.0,0.49000000000000005,0.93,1.5,44.0
2021-08-08,2.0,7.0,2.0,59.0,27.0,78.0,10.0,106.0,1012.0,1.0,1.0,1.0399999999999998,0.9099999999999999,1.61,40.0
2021-08-09,2.0,5.0,2.0,60.0,27.0,89.0,8.0,60.0,1018.0,1.0,1.0,0.69,0.6799999999999999,1.2799999999999998,37.0
2021-08-10,2.0,5.0,2.0,50.0,26.0,82.0,9.0,121.0,1019.0,1.0,1.0,0.85,0.5900000000000001,1.25,7.0
2021-08-11,2.0,6.0,2.0,58.0,27.0,79.0,9.0,93.0,1018.0,1.0,1.0,1.29,0.9899999999999999,1.8700000000000003,37.0
2021-08-12,2.0,10.0,3.0,48.0,28.0,66.0,14.0,152.0,1019.0,1.0,1.0,0.61,0.9499999999999998,1.3800000000000001,43.0
2021-08-13,3.0,16.0,2.0,26.0,29.0,72.0,19.0,135.0,1021.0,1.0,1.0,0.57,0.9800000000000001,1.52,106.0
2021-08-14,2.0,6.0,2.0,35.0,28.0,88.0,9.0,99.0,1023.0,1.0,1.0,1.3,1.55,1.9300000000000002,51.0
2021-08-15,2.0,8.0,2.0,37.0,27.0,98.0,11.0,88.0,1022.0,1.0,1.0,1.34,1.54,1.45,36.0
2021-08-16,2.0,7.0,2.0,29.0,29.0,81.0,10.0,164.0,1019.0,1.0,1.0,0.27,1.1400000000000001,1.4700000000000002,47.0
2021-08-17,2.0,4.0,2.0,50.0,28.0,91.0,8.0,68.0,1020.0,1.0,1.0,1.4200000000000002,1.29,1.98,57.0
2021-08-18,2.0,5.0,2.0,48.0,27.0,80.0,8.0,102.0,1022.0,1.0,1.0,0.86,0.9200000000000002,1.59,19.0
2021-08-19,2.0,6.0,2.0,68.0,26.0,82.0,9.0,137.0,1019.0,1.0,1.0,0.86,0.79,1.47,21.0
2021-08-20,2.0,6.0,2.0,44.0,26.0,84.0,9.0,91.0,1018.0,1.0,1.0,1.27,1.7,1.7599999999999998,21.0
2021-08-21,2.0,8.0,2.0,42.0,26.0,86.0,11.0,46.0,1020.0,1.0,1.0,1.3,0.8800000000000001,1.45,9.0
2021-08-22,2.0,6.0,2.0,43.0,27.0,90.0,9.0,334.0,1022.0,1.0,1.0,1.69,1.29,2.0500000000000003,15.0
2021-08-23,2.0,8.0,2.0,65.0,27.0,78.0,11.0,299.0,1021.0,1.0,1.0,1.27,0.93,1.7,3.0
2021-08-24,2.0,5.0,2.0,43.0,27.0,87.0,8.0,120.0,1018.0,1.0,1.0,0.6799999999999999,0.71,1.2,22.0
2021-08-25,3.0,7.0,2.0,49.0,26.0,84.0,11.0,328.0,1017.0,1.0,1.0,1.7,1.2,2.0200000000000005,14.0
2021-08-26,2.0,7.0,2.0,51.0,26.0,84.0,10.0,154.0,1018.0,1.0,1.0,0.39,0.59,0.6399999999999999,14.0
2021-08-27,2.0,8.0,2.0,52.0,26.0,72.0,12.0,180.0,1018.0,1.0,1.0,0.45999999999999996,0.76,1.0799999999999998,9.0
2021-08-28,2.0,7.0,2.0,57.0,27.0,89.0,11.0,148.0,1016.0,1.0,1.0,0.31,0.58,0.64,33.0
2021-08-29,2.0,6.0,2.0,74.0,27.0,87.0,9.0,58.0,1017.0,1.0,1.0,0.36000000000000004,0.5199999999999999,0.72,46.0
2021-08-30,2.0,5.0,2.0,59.0,26.0,91.0,9.0,175.0,1016.0,1.0,1.0,0.26,0.39999999999999997,0.39,22.0
2021-08-31,2.0,4.0,2.0,83.0,26.0,87.0,7.0,66.0,1017.0,1.0,1.0,0.7300000000000001,1.1400000000000001,1.4600000000000002,10.0
2021-09-01,2.0,4.0,2.0,70.0,26.0,84.0,7.0,70.0,1018.0,1.0,1.0,0.51,0.73,1.04,8.0
2021-09-02,2.0,4.0,2.0,73.0,27.0,92.0,7.0,71.0,1017.0,1.0,1.0,0.66,1.1099999999999999,1.1,26.0
2021-09-03,2.0,11.0,2.0,51.0,25.0,95.0,14.0,175.0,1020.0,1.0,1.0,0.19,0.48999999999999994,0.42000000000000004,23.0
2021-09-04,2.0,7.0,2.0,58.0,25.0,87.0,11.0,169.0,1019.0,1.0,1.0,0.42000000000000004,0.7,0.56,11.0
2021-09-05,2.0,7.0,2.0,46.0,25.0,88.0,10.0,210.0,1019.0,1.0,1.0,0.51,0.8,0.7200000000000001,12.0
2021-09-06,2.0,9.0,2.0,40.0,25.0,93.0,12.0,274.0,1022.0,1.0,1.0,0.52,1.44,1.5699999999999998,28.0
2021-09-07,2.0,7.0,2.0,39.0,26.0,88.0,10.0,290.0,1024.0,1.0,1.0,1.02,0.6699999999999999,1.52,19.0
2021-09-08,2.0,5.0,2.0,81.0,27.0,85.0,8.0,218.0,1020.0,1.0,1.0,0.4800000000000001,0.51,1.02,9.0
2021-09-09,2.0,8.0,2.0,62.0,26.0,84.0,11.0,107.0,1015.0,1.0,1.0,1.31,1.09,1.7,23.0
2021-09-10,3.0,6.0,2.0,106.0,28.0,45.0,10.0,185.0,1018.0,1.0,1.0,1.07,1.3599999999999999,1.8699999999999999,15.0
2021-09-11,2.0,15.0,2.0,57.0,26.0,55.0,18.0,308.0,1021.0,1.0,1.0,0.27,0.5000000000000001,0.78,20.0
2021-09-12,2.0,15.0,2.0,66.0,25.0,71.0,18.0,156.0,1020.0,1.0,1.0,0.7500000000000001,0.77,0.9799999999999999,9.0
2021-09-13,2.0,10.0,2.0,49.0,25.0,84.0,13.0,309.0,1018.0,1.0,1.0,1.24,0.5399999999999998,1.6900000000000002,12.0
2021-09-14,2.0,15.0,2.0,15.0,26.0,94.0,18.0,272.0,1018.0,2.0,1.0,0.65,1.26,1.22,34.0
2021-09-15,2.0,8.0,2.0,42.0,26.0,87.0,12.0,297.0,1014.0,1.0,1.0,1.3299999999999998,0.6,1.8400000000000003,21.0
2021-09-16,2.0,9.0,2.0,68.0,24.0,83.0,13.0,182.0,1018.0,1.0,1.0,0.7,0.8800000000000001,1.6300000000000001,19.0
2021-09-17,2.0,9.0,2.0,71.0,24.0,88.0,13.0,226.0,1020.0,1.0,1.0,0.53,0.7299999999999999,1.14,22.0
2021-09-18,2.0,8.0,2.0,75.0,24.0,84.0,11.0,205.0,1017.0,1.0,1.0,0.26,0.5900000000000001,0.85,36.0
2021-09-19,2.0,9.0,2.0,66.0,24.0,88.0,13.0,277.0,1016.0,1.0,1.0,0.59,0.78,1.1800000000000002,25.0
2021-09-20,2.0,8.0,2.0,58.0,23.0,82.0,11.0,326.0,1021.0,1.0,1.0,0.9999999999999998,0.76,1.6,20.0
2021-09-21,2.0,10.0,2.0,31.0,23.0,100.0,13.0,248.0,1020.0,2.0,1.0,0.32999999999999996,0.7899999999999998,0.47000000000000003,21.0
2021-09-22,2.0,7.0,2.0,86.0,22.0,86.0,11.0,354.0,1022.0,2.0,1.0,0.5,0.6199999999999999,1.08,9.0
2021-09-23,2.0,9.0,2.0,68.0,23.0,91.0,12.0,263.0,1018.0,2.0,1.0,0.28,0.58,0.6500000000000001,15.0
2021-09-24,2.0,8.0,2.0,85.0,25.0,85.0,11.0,116.0,1017.0,2.0,1.0,1.0,0.95,1.6599999999999997,28.0
2021-09-25,2.0,10.0,2.0,50.0,25.0,96.0,13.0,181.0,1019.0,2.0,1.0,0.43,0.61,1.4100000000000001,52.0
2021-09-26,2.0,5.0,2.0,97.0,24.0,96.0,9.0,170.0,1021.0,1.0,1.0,0.6100000000000001,0.54,1.19,30.0
2021-09-27,2.0,16.0,2.0,59.0,23.0,70.0,20.0,128.0,1024.0,1.0,1.0,0.37,0.6599999999999999,0.79,30.0
2021-09-28,2.0,17.0,2.0,44.0,22.0,71.0,21.0,264.0,1024.0,1.0,1.0,0.55,0.8,1.1,50.0
2021-09-29,2.0,9.0,2.0,56.0,23.0,90.0,12.0,288.0,1024.0,1.0,1.0,0.51,0.95,1.0,28.0
2021-09-30,2.0,10.0,2.0,55.0,23.0,93.0,14.0,321.0,1027.0,1.0,1.0,1.7500000000000004,1.78,2.4899999999999998,25.0
2021-10-01,2.0,18.0,2.0,23.0,23.0,87.0,21.0,322.0,1026.0,1.0,1.0,0.31,0.9299999999999999,1.1199999999999999,28.0
2021-10-02,2.0,9.0,2.0,57.0,24.0,87.0,12.0,193.0,1022.0,2.0,1.0,0.41,0.7100000000000001,1.15,27.0
2021-10-03,2.0,7.0,2.0,79.0,23.0,88.0,10.0,237.0,1017.0,1.0,1.0,0.6599999999999999,0.96,1.22,29.0
2021-10-04,2.0,5.0,2.0,96.0,20.0,82.0,8.0,321.0,1015.0,3.0,2.0,0.1,0.4699999999999999,0.25000000000000006,19.7
2021-10-05,2.0,6.0,2.0,94.0,19.0,61.0,10.0,296.0,1023.0,1.0,1.0,0.86,1.05,2.0300000000000002,11.0
2021-10-06,2.0,6.0,2.0,122.0,22.0,58.0,9.0,281.0,1022.0,1.0,1.0,0.6399999999999999,0.7699999999999999,1.8199999999999998,15.0
2021-10-07,2.0,14.0,2.0,40.0,21.0,91.0,17.0,293.0,1024.0,1.0,1.0,0.6599999999999999,0.8099999999999999,1.0399999999999998,22.0
2021-10-08,2.0,11.0,2.0,38.0,20.0,91.0,15.0,283.0,1020.0,1.0,1.0,0.43,0.55,0.72,16.0
2021-10-09,2.0,17.0,2.0,34.0,21.0,90.0,20.0,300.0,1021.0,2.0,1.0,0.13000000000000003,0.69,0.65,28.0
2021-10-10,2.0,10.0,2.0,57.0,20.0,86.0,14.0,285.0,1022.0,2.0,1.0,0.63,0.95,1.2,20.0
2021-10-11,2.0,11.0,2.0,59.0,20.0,85.0,14.0,321.0,1022.0,2.0,1.0,1.59,0.82,2.0599999999999996,16.0
2021-10-12,2.0,7.0,2.0,62.0,20.0,89.0,10.0,333.0,1022.0,1.0,1.0,0.32,0.69,0.6100000000000001,15.0
2021-10-13,2.0,10.0,2.0,59.0,19.0,80.0,13.0,286.0,1018.0,2.0,1.0,0.5800000000000001,0.77,1.15,18.0
2021-10-14,2.0,11.0,2.0,53.0,19.0,84.0,15.0,299.0,1022.0,1.0,1.0,0.74,0.6599999999999999,1.4499999999999997,21.0
2021-10-15,3.0,18.0,2.0,18.0,18.0,87.0,22.0,351.0,1024.0,2.0,1.0,0.45,0.8800000000000001,0.89,24.0
2021-10-16,2.0,15.0,3.0,65.0,19.0,84.0,18.0,275.0,1019.0,2.0,1.0,0.53,0.6900000000000001,1.0500000000000003,24.0
2021-10-17,2.0,10.0,2.0,65.0,22.0,88.0,13.0,44.0,1019.0,3.0,1.0,0.37,0.63,0.9199999999999999,20.0
2021-10-18,2.0,11.0,2.0,65.0,20.0,88.0,15.0,270.0,1022.0,1.0,1.0,0.6599999999999999,0.74,1.0,23.0
2021-10-19,2.0,13.0,2.0,45.0,20.0,94.0,16.0,303.0,1027.0,1.0,1.0,0.45999999999999996,0.6900000000000001,1.16,23.0
2021-10-20,2.0,8.0,2.0,62.0,18.0,91.0,11.0,320.0,1027.0,1.0,1.0,1.19,0.6699999999999999,1.6800000000000002,14.0
2021-10-21,2.0,11.0,2.0,45.0,19.0,93.0,14.0,295.0,1021.0,1.0,1.0,0.4,0.47000000000000003,0.8,17.0
2021-10-22,2.0,15.0,2.0,36.0,21.0,93.0,19.0,275.0,1017.0,3.0,1.0,0.18,0.9000000000000001,0.8799999999999999,41.0
2021-10-23,2.0,7.0,2.0,81.0,17.0,94.0,10.0,318.0,1021.0,3.0,1.0,0.29,0.59,0.71,7.0
2021-10-24,2.0,9.0,2.0,61.0,17.0,93.0,12.0,297.0,1024.0,2.0,1.0,0.86,1.03,1.49,16.0
2021-10-25,2.0,8.0,2.0,57.0,17.0,94.0,11.0,305.0,1023.0,2.0,1.0,0.55,0.55,1.1,11.0
2021-10-26,2.0,12.0,2.0,55.0,16.0,92.0,15.0,308.0,1022.0,1.0,1.0,0.6900000000000001,0.55,1.2399999999999998,15.0
2021-10-27,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2021-10-28,2.0,11.0,2.0,52.0,17.0,93.0,14.0,301.0,1021.0,2.0,1.0,0.32999999999999996,0.5199999999999999,0.8699999999999999,17.0
2021-10-29,3.0,20.0,3.0,12.0,17.0,97.0,24.0,276.0,1017.0,2.0,1.0,0.34,0.69,0.5,39.158
2021-10-30,2.0,18.0,2.0,28.0,19.0,93.0,21.0,315.0,1013.0,3.0,1.0,0.28,0.8700000000000001,0.6799999999999999,27.0
2021-10-31,3.0,14.0,2.0,19.0,23.0,85.0,19.0,264.0,1013.0,3.0,1.0,0.21000000000000002,1.2999999999999998,0.89,27.0
2021-11-01,2.0,5.0,2.0,55.0,26.0,55.0,9.0,272.0,1015.0,1.0,1.0,0.39,0.6,0.9400000000000001,5.0
2021-11-02,2.0,6.0,2.0,66.0,25.0,56.0,9.0,283.0,1015.0,1.0,1.0,0.21000000000000002,0.56,0.71,6.0
2021-11-03,2.0,6.0,2.0,91.0,20.0,61.0,9.0,300.0,1010.0,1.0,2.0,0.29000000000000004,0.71,1.5400000000000003,40.0
2021-11-04,2.0,9.0,4.0,53.0,13.0,66.0,12.0,254.0,1013.0,3.0,1.0,0.55,0.9800000000000001,1.15,9.0
2021-11-05,2.0,6.0,3.0,92.0,13.0,56.0,9.0,305.0,1017.0,2.0,1.0,1.1999999999999997,1.23,1.9899999999999998,7.0
2021-11-06,2.0,7.0,3.0,82.0,11.0,96.0,10.0,132.0,1022.0,6.0,1.0,0.16,0.39999999999999997,0.36000000000000004,8.0
2021-11-07,2.0,10.0,5.0,65.0,12.0,57.0,13.0,315.0,1022.0,2.0,1.0,0.41999999999999993,1.04,1.44,7.0
2021-11-08,2.0,9.0,2.0,67.0,11.0,67.0,12.0,294.0,1019.0,2.0,1.0,0.76,0.72,1.58,3.0
2021-11-09,2.0,7.0,5.0,90.0,14.0,62.0,11.0,297.0,1014.0,2.0,1.0,0.6599999999999999,0.9400000000000001,2.01,13.0
2021-11-10,2.0,9.0,2.0,52.0,15.0,92.0,13.0,293.0,1017.0,2.0,1.0,0.46000000000000013,0.63,0.7900000000000001,19.0
2021-11-11,2.0,7.0,3.0,73.0,15.0,82.0,10.0,296.0,1017.0,2.0,1.0,1.3399999999999999,1.35,2.5899999999999994,15.0
2021-11-12,2.0,9.0,2.0,74.0,15.0,71.0,13.0,290.0,1016.0,2.0,1.0,0.65,0.6799999999999999,1.85,23.0
2021-11-13,2.0,7.0,4.0,80.0,17.0,79.0,10.0,303.0,1016.0,3.0,1.0,0.48999999999999994,0.54,1.33,15.444999999999999
2021-11-14,2.0,16.0,4.0,18.0,14.0,98.0,20.0,300.0,1018.0,3.0,1.0,0.38,1.47,0.56,35.9
2021-11-15,2.0,7.0,5.0,74.0,16.0,95.0,10.0,290.0,1014.0,1.0,1.0,1.11,1.3599999999999999,2.4699999999999998,17.488999999999997
2021-11-16,2.0,14.0,2.0,27.0,11.0,81.0,17.0,305.0,1017.0,3.0,1.0,0.3,1.0699999999999998,0.54,25.0
2021-11-17,2.0,15.0,3.0,32.0,13.0,78.0,19.0,307.0,1017.0,3.0,1.0,0.27,0.58,0.5700000000000001,27.0
2021-11-18,2.0,9.0,2.0,40.0,15.0,98.0,12.0,232.0,1021.0,4.0,1.0,0.37,0.6100000000000001,0.89,22.0
2021-11-19,2.0,7.0,3.0,66.0,13.0,98.0,11.0,331.0,1025.0,2.0,1.0,0.11000000000000001,0.33999999999999997,0.37,13.0
2021-11-20,2.0,5.0,3.0,77.0,17.0,94.0,8.0,51.0,1023.0,4.0,1.0,0.29000000000000004,0.41,0.53,17.0
2021-11-21,3.0,8.0,3.0,73.0,15.0,100.0,12.0,228.0,1016.0,4.0,1.0,0.1,0.30999999999999994,0.19,18.448999999999998
2021-11-22,2.0,6.0,2.0,52.0,15.0,89.0,9.0,293.0,1010.0,3.0,1.0,0.3,0.45999999999999996,0.39,17.274
2021-11-23,3.0,15.0,2.0,15.0,13.0,100.0,19.0,311.0,1008.0,2.0,1.0,0.33,0.65,0.26999999999999996,14.0
2021-11-24,2.0,11.0,4.0,48.0,11.0,88.0,14.0,294.0,1010.0,3.0,1.0,0.4699999999999999,0.67,0.8099999999999999,19.0
2021-11-25,2.0,9.0,4.0,50.0,12.0,66.0,13.0,222.0,1009.0,3.0,1.0,0.24000000000000005,0.61,0.30000000000000004,13.0
2021-11-26,3.0,12.0,2.0,37.0,11.0,72.0,17.0,228.0,1008.0,3.0,1.0,0.23000000000000004,1.0100000000000002,0.51,16.0
2021-11-27,2.0,10.0,2.0,69.0,12.0,59.0,13.0,272.0,1008.0,2.0,1.0,1.0699999999999998,1.08,1.6800000000000002,9.0
2021-11-28,2.0,6.0,4.0,100.0,12.0,47.0,9.0,317.0,1007.0,1.0,2.0,1.9100000000000001,1.05,2.0,12.0
2021-11-29,2.0,5.0,2.0,101.0,12.0,41.0,8.0,289.0,1015.0,2.0,2.0,1.9799999999999998,1.1,1.8199999999999998,10.0
2021-11-30,2.0,6.0,2.0,70.0,13.0,63.0,9.0,291.0,1020.0,2.0,2.0,0.7100000000000001,0.71,1.4,6.0
2021-12-01,3.0,17.0,2.0,14.0,10.0,98.0,22.0,300.0,1025.0,3.0,1.0,0.37,0.73,0.4700000000000001,23.0
2021-12-02,2.0,6.0,6.140000000000001,79.0,15.0,59.0,9.0,292.0,1011.0,3.0,1.0,1.0400000000000003,1.0699999999999998,2.0,9.0
2021-12-03,2.0,6.0,3.7800000000000002,88.0,12.0,49.0,9.0,321.0,1015.0,1.0,1.0,0.8400000000000001,1.1400000000000001,1.83,13.0
2021-12-04,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2021-12-05,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2021-12-06,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2021-12-07,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2021-12-08,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2021-12-09,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2021-12-10,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2021-12-11,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2021-12-12,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2021-12-13,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2021-12-14,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2021-12-15,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2021-12-16,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2021-12-17,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2021-12-18,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2021-12-19,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2021-12-20,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2021-12-21,3.1834525240384615,10.314903846153847,5.950712184804521,56.38391431884849,19.952224782839924,72.25722389647225,15.178109975961538,210.07129350587957,1017.1749689771317,177.01161141641552,1.266437202706296,0.507385030919042,0.8365484398322555,1.0841850877816475,26.226888083122578
2021-12-22,2.0,10.0,5.13,25.0,15.0,96.0,13.0,294.0,1016.0,2.0,1.0,0.4800000000000001,0.43999999999999995,0.7000000000000001,25.0
2021-12-23,2.0,11.0,3.7,16.0,14.0,100.0,14.0,319.0,1018.0,3.0,1.0,0.19,0.76,0.8299999999999998,27.0
2021-12-24,5.0,16.0,7.279999999999999,6.0,12.0,100.0,24.0,247.0,1017.0,3.0,1.0,0.29000000000000004,1.3900000000000001,0.6200000000000001,33.0
2021-12-25,3.0,13.0,4.3,10.0,14.0,100.0,17.0,358.0,1008.0,2.0,1.0,0.39,1.33,0.82,23.0
2021-12-26,2.0,5.0,4.119999999999999,55.0,16.0,95.0,8.0,205.0,1006.0,3.0,1.0,0.19000000000000003,0.33999999999999997,0.22000000000000003,11.0
2021-12-27,2.0,9.0,4.51,43.0,16.0,76.0,11.0,211.0,1010.0,3.0,1.0,0.16,0.7,0.61,6.0
2021-12-28,2.0,9.0,4.41,37.0,16.0,67.0,12.0,300.0,1017.0,2.0,1.0,0.26,0.57,0.5700000000000001,7.0
2021-12-29,2.0,11.0,3.2399999999999998,20.0,14.0,75.0,14.0,307.0,1021.0,2.0,1.0,0.33,1.37,0.93,10.0
2021-12-30,2.0,11.0,4.0,20.0,13.0,81.0,15.0,165.0,1022.0,4.0,1.0,0.52,1.24,0.6900000000000001,11.0
2021-12-31,3.0,13.0,5.569999999999999,8.0,11.0,96.0,17.0,322.0,1024.0,2.0,1.0,0.28,0.73,0.8999999999999998,29.0
2022-01-01,2.0,11.0,6.069999999999999,8.0,9.0,100.0,15.0,318.0,1027.0,3.0,1.0,0.44000000000000006,0.8300000000000001,1.7100000000000002,26.0
2022-01-02,2.0,10.0,6.08,15.0,8.0,100.0,14.0,310.0,1028.0,3.0,1.0,0.57,0.74,2.88,22.0
2022-01-03,4.0,13.0,4.79,4.0,9.0,100.0,18.0,274.0,1026.0,4.0,1.0,0.4600000000000001,0.86,1.1400000000000001,25.0
2022-01-04,3.0,13.0,4.99,10.0,9.0,100.0,16.0,288.0,1020.0,3.0,1.0,0.24000000000000005,0.61,0.77,13.0
2022-01-05,2.0,6.0,2.5,86.0,16.0,54.0,9.0,291.0,1011.0,1.0,3.0,0.49000000000000005,0.76,1.52,36.0
2022-01-06,2.0,11.0,8.120000000000001,53.0,13.0,56.0,14.0,302.0,1014.0,3.0,1.0,0.22000000000000003,0.8099999999999999,0.9199999999999999,16.0
2022-01-07,2.0,7.0,6.459999999999999,58.0,8.0,62.0,9.0,291.0,1020.0,2.0,1.0,0.25,0.53,0.76,13.0
2022-01-08,2.0,15.0,7.05,18.0,8.0,79.0,18.0,306.0,1026.0,3.0,1.0,0.30999999999999994,1.29,0.86,19.0
2022-01-09,2.0,11.0,4.79,30.0,9.0,88.0,15.0,275.0,1021.0,3.0,1.0,0.41,1.0999999999999999,0.79,20.0
2022-01-10,2.0,6.0,9.9,75.0,17.0,41.0,8.0,225.0,1016.0,2.0,1.0,0.30000000000000004,0.7700000000000001,1.04,12.0
2022-01-11,2.0,5.0,3.79,41.0,17.0,61.0,8.0,324.0,1016.0,1.0,1.0,0.24000000000000005,0.8400000000000001,0.9299999999999999,5.0
2022-01-12,2.0,9.0,6.9799999999999995,16.0,10.0,100.0,12.0,276.0,1024.0,3.0,1.0,0.31000000000000005,0.9400000000000001,0.9299999999999999,12.0
2022-01-13,2.0,13.0,8.15,21.0,10.0,97.0,16.0,299.0,1028.0,2.0,1.0,0.48999999999999994,0.73,0.7700000000000001,15.0
2022-01-14,2.0,6.0,5.5600000000000005,57.0,9.0,93.0,9.0,318.0,1031.0,3.0,1.0,0.4,0.75,1.16,17.0
2022-01-15,2.0,7.0,4.2299999999999995,41.0,9.0,100.0,9.0,314.0,1028.0,3.0,1.0,0.26000000000000006,0.41,0.54,14.0
2022-01-16,2.0,9.0,6.7299999999999995,35.0,8.0,100.0,12.0,306.0,1026.0,3.0,1.0,0.43,0.6500000000000001,1.04,24.0
2022-01-17,2.0,8.0,5.3,33.0,8.0,94.0,11.0,259.0,1029.0,3.0,1.0,0.36,0.8700000000000001,0.66,14.0
