,NO (µg/m³N),NO2 (µg/m³N),SO2 (µg/m³N),O3 (µg/m³N),TMP (ºC),HR (% H.R.),NOX (µg/m³N),DD (grados),PRB (mb),RS (W/m³),VV (m/s),C6H6 (µg/m³N),C7H8 (µg/m³N),XIL (µg/m³N),PM10 (µg/m³N)
2022-07-19,2.0,8.0,2.0,84.0,28.0,70.0,11.0,31.0,1019.0,1.0,1.0,0.8799999999999999,1.07,1.43,21.0
2022-07-20,2.0,5.0,2.0,67.0,27.0,89.0,8.0,182.0,1017.0,1.0,1.0,0.36,0.6799999999999999,1.18,18.0
2022-07-21,2.0,5.0,2.0,52.0,27.0,90.0,8.0,46.0,1019.0,1.0,1.0,1.0699999999999998,0.8600000000000001,1.28,17.0
2022-07-22,2.0,6.0,3.0,58.0,27.0,87.0,9.0,349.0,1019.0,1.0,1.0,0.6699999999999999,0.8400000000000002,1.0799999999999998,21.0
2022-07-23,2.0,7.0,2.0,50.0,28.0,69.0,10.0,120.0,1018.0,1.0,1.0,0.4699999999999999,0.7,1.23,35.0
2022-07-24,2.0,6.0,2.0,56.0,28.0,94.0,9.0,105.0,1020.0,1.0,1.0,0.9800000000000001,1.2200000000000002,1.4600000000000002,22.0
2022-07-25,2.0,7.0,2.0,54.0,29.0,66.0,11.0,230.0,1018.0,1.0,1.0,0.5899999999999999,1.22,1.15,15.0
2022-07-26,2.0,7.0,2.0,75.0,31.0,63.0,10.0,163.0,1015.0,1.0,1.0,0.45999999999999996,1.06,1.1199999999999999,47.0
2022-07-27,2.0,5.0,2.0,60.0,28.0,85.0,8.0,53.0,1016.0,2.0,1.0,0.96,1.04,1.46,26.0
2022-07-28,2.0,5.0,2.0,65.0,28.0,83.0,9.0,179.0,1015.0,1.0,1.0,0.53,0.7499999999999999,1.3699999999999999,25.0
2022-07-29,2.0,5.0,2.0,88.0,28.0,82.0,9.0,180.0,1014.0,1.0,1.0,0.76,1.03,1.8799999999999997,41.0
2022-07-30,2.0,5.0,3.0,74.0,28.0,86.0,8.0,20.0,1018.0,1.0,1.0,0.4299999999999999,0.57,0.8899999999999999,27.0
2022-07-31,2.0,5.0,2.0,63.0,28.0,86.0,8.0,91.0,1020.0,1.0,1.0,1.29,1.25,1.81,20.0
2022-08-01,2.0,5.0,3.0,77.0,28.0,83.0,8.0,46.0,1020.0,1.0,1.0,0.73,0.9700000000000001,1.4300000000000002,18.0
2022-08-02,2.0,5.0,3.0,91.0,28.0,80.0,8.0,91.0,1019.0,1.0,1.0,0.8099999999999999,1.06,1.9199999999999995,18.0
2022-08-03,2.0,7.0,2.0,61.0,28.0,67.0,10.0,59.0,1018.0,1.0,1.0,0.9099999999999999,0.85,1.25,29.0
2022-08-04,2.0,7.0,3.0,69.0,28.0,72.0,10.0,338.0,1017.0,1.0,1.0,0.37,0.6100000000000001,0.7300000000000001,20.0
2022-08-05,2.0,6.0,3.0,59.0,28.0,81.0,9.0,353.0,1017.0,1.0,1.0,0.48999999999999994,0.7300000000000001,0.75,18.0
2022-08-06,2.0,6.0,3.0,52.0,28.0,78.0,10.0,316.0,1018.0,1.0,1.0,1.12,1.0,1.9999999999999996,19.0
2022-08-07,2.0,7.0,3.0,50.0,27.0,81.0,10.0,253.0,1019.0,1.0,1.0,0.8,1.09,1.34,21.0
2022-08-08,2.0,5.0,2.0,73.0,27.0,79.0,9.0,152.0,1017.0,1.0,1.0,0.67,0.6900000000000001,1.07,15.0
2022-08-09,2.0,5.0,2.0,69.0,28.0,88.0,9.0,18.0,1019.0,1.0,1.0,0.29000000000000004,0.39999999999999997,0.6900000000000001,21.0
2022-08-10,2.0,5.0,2.0,72.0,28.0,84.0,9.0,56.0,1018.0,1.0,1.0,0.76,0.77,1.0999999999999999,31.0
2022-08-11,2.0,5.0,2.0,73.0,28.0,83.0,8.0,340.0,1017.0,1.0,1.0,0.4,0.8099999999999999,0.78,14.0
2022-08-12,2.0,6.0,2.0,69.0,28.0,89.0,9.0,340.0,1019.0,1.0,1.0,0.41999999999999993,0.7999999999999999,0.9400000000000001,20.0
2022-08-13,2.0,7.0,3.0,55.0,29.0,72.0,10.0,198.0,1016.0,1.0,1.0,0.33000000000000007,0.9799999999999999,1.5,33.0
2022-08-14,2.0,5.0,3.0,71.0,30.0,40.0,9.0,315.0,1017.0,1.0,1.0,0.11000000000000001,0.41999999999999993,0.26,19.0
2022-08-15,2.0,6.0,2.0,95.0,29.0,75.0,9.0,194.0,1011.0,1.0,2.0,0.74,0.9800000000000001,1.51,37.0
2022-08-16,2.0,5.0,3.0,98.0,27.0,71.0,9.0,195.0,1011.0,1.0,1.0,0.6799999999999999,0.8700000000000001,1.5999999999999999,37.0
2022-08-17,2.0,5.0,3.0,97.0,26.0,70.0,9.0,130.0,1009.0,1.0,1.0,0.72,0.9299999999999999,1.8199999999999998,23.0
2022-08-18,2.0,7.0,3.0,63.0,25.0,70.0,10.0,302.0,1012.0,1.0,1.0,1.3599999999999999,0.65,1.6800000000000002,34.0
2022-08-19,2.0,5.0,2.0,87.0,26.0,83.0,9.0,122.0,1018.0,1.0,1.0,1.09,0.9200000000000002,1.83,28.0
2022-08-20,2.0,6.0,3.0,74.0,26.0,71.0,9.0,205.0,1020.0,1.0,1.0,0.4499999999999999,0.5399999999999999,0.8300000000000001,13.0
2022-08-21,2.0,6.0,2.0,72.0,26.0,82.0,9.0,194.0,1020.0,1.0,1.0,0.45999999999999996,0.8,1.3000000000000003,6.0
2022-08-22,2.0,8.0,2.0,59.0,27.0,59.0,11.0,130.0,1014.0,1.0,1.0,0.53,0.6299999999999999,1.0399999999999998,41.0
2022-08-23,2.0,5.0,2.0,92.0,26.0,86.0,8.0,163.0,1015.0,1.0,1.0,0.77,0.74,1.4899999999999998,12.0
2022-08-24,2.0,6.0,2.0,43.0,26.0,83.0,9.0,92.0,1016.0,1.0,1.0,1.42,2.0800000000000005,1.9700000000000002,10.0
2022-08-25,2.0,6.0,2.0,50.0,26.0,81.0,9.0,319.0,1017.0,1.0,1.0,1.11,0.8900000000000002,1.8,14.0
2022-08-26,2.0,5.0,2.0,58.0,27.0,90.0,8.0,71.0,1017.0,1.0,1.0,1.0500000000000003,1.3699999999999999,1.64,10.0
2022-08-27,2.0,5.0,2.0,64.0,27.0,84.0,8.0,33.0,1016.0,1.0,1.0,0.25,0.38999999999999996,0.56,4.0
2022-08-28,2.0,5.0,3.0,81.0,27.0,91.0,8.0,41.0,1014.0,1.0,1.0,0.61,0.8400000000000001,1.3900000000000001,13.0
2022-08-29,2.0,5.0,3.0,85.0,27.0,89.0,8.0,14.0,1018.0,1.0,1.0,0.31000000000000005,0.47000000000000003,0.8699999999999999,13.0
2022-08-30,2.0,5.0,3.0,66.0,28.0,92.0,8.0,155.0,1018.0,1.0,1.0,0.6,0.8,1.16,23.0
2022-08-31,2.0,7.0,2.0,41.0,31.0,68.0,11.0,187.0,1020.0,1.0,1.0,0.2,0.9199999999999999,1.2899999999999998,82.0
2022-09-01,2.0,6.0,3.0,73.0,29.0,59.0,10.0,207.0,1017.0,1.0,1.0,0.5399999999999999,0.7,0.9099999999999999,51.0
2022-09-02,2.0,6.0,2.0,86.0,28.0,68.0,10.0,115.0,1016.0,1.0,1.0,1.02,0.9099999999999999,1.7999999999999996,35.0
2022-09-03,2.0,6.0,3.0,63.0,27.0,78.0,10.0,202.0,1013.0,1.0,1.0,0.4699999999999999,0.6799999999999999,1.08,15.0
2022-09-04,2.0,7.0,2.0,58.0,26.0,78.0,10.0,176.0,1015.0,1.0,1.0,0.6100000000000001,0.73,1.19,13.0
2022-09-05,2.0,7.0,3.0,63.0,25.0,66.0,10.0,196.0,1019.0,1.0,1.0,0.29,0.76,1.39,22.0
2022-09-06,2.0,6.0,3.0,80.0,25.0,84.0,10.0,183.0,1020.0,1.0,3.0,0.9299999999999999,0.8,1.78,17.0
2022-09-07,2.0,9.0,3.0,53.0,26.0,48.0,13.0,231.0,1018.0,1.0,1.0,0.43,0.9399999999999998,0.6799999999999999,23.0
2022-09-08,2.0,8.0,3.0,53.0,26.0,62.0,11.0,306.0,1016.0,1.0,1.0,0.7,0.48,0.9,27.0
2022-09-09,2.0,9.0,3.0,51.0,26.0,48.0,12.0,267.0,1019.0,1.0,1.0,0.63,1.1300000000000001,1.25,40.0
2022-09-10,2.0,12.0,4.0,47.0,26.0,58.0,15.0,292.0,1020.0,1.0,1.0,0.7699999999999999,0.6900000000000001,1.14,18.0
2022-09-11,2.0,7.0,2.0,58.0,26.0,94.0,10.0,25.0,1019.0,1.0,1.0,0.23000000000000004,0.43,0.4,15.0
2022-09-12,2.0,5.0,3.0,51.0,27.0,95.0,8.0,91.0,1016.0,1.0,1.0,1.31,1.39,1.58,19.0
2022-09-13,2.0,6.0,2.0,61.0,29.0,86.0,9.0,127.0,1014.0,4.0,1.0,0.82,0.45,1.17,41.0
2022-09-14,2.0,6.0,3.0,49.0,28.0,92.0,10.0,182.0,1011.0,2.0,1.0,0.56,0.71,1.2100000000000002,47.0
2022-09-15,2.0,8.0,3.0,27.0,24.0,84.0,12.0,289.0,1014.0,1.0,1.0,0.9700000000000001,1.0799999999999996,1.64,67.0
2022-09-16,3.0,7.0,5.0,61.0,25.0,62.0,11.0,276.0,1015.0,1.0,1.0,0.41,0.6599999999999999,0.8700000000000001,16.0
2022-09-17,2.0,8.0,3.0,35.0,24.0,82.0,12.0,305.0,1014.0,1.0,1.0,0.37,0.53,1.04,28.0
2022-09-18,3.0,6.0,3.0,61.0,25.0,87.0,10.0,333.0,1015.0,1.0,1.0,0.4499999999999999,0.8100000000000002,0.95,20.0
2022-09-19,3.0,4.0,6.0,80.0,25.0,73.0,8.0,49.0,1017.0,2.0,1.0,0.5599999999999999,0.6799999999999999,1.0699999999999998,19.0
2022-09-20,2.0,8.0,8.0,60.0,24.0,70.0,11.0,298.0,1019.0,1.0,1.0,1.3900000000000001,0.74,1.81,26.0
2022-09-21,2.0,8.0,3.0,43.0,24.0,79.0,11.0,228.0,1020.0,2.0,1.0,0.38,0.58,0.78,29.0
2022-09-22,2.0,5.0,2.0,66.0,25.0,76.0,9.0,273.0,1019.0,2.0,1.0,0.6699999999999999,0.82,1.3699999999999999,20.0
2022-09-23,2.0,5.0,3.0,68.0,24.0,77.0,9.0,240.0,1020.0,1.0,1.0,0.6799999999999999,1.1900000000000002,1.3399999999999999,18.0
2022-09-24,2.0,7.0,2.0,69.0,23.0,79.0,10.0,245.0,1017.0,1.0,1.0,0.61,1.08,1.44,7.0
2022-09-25,2.8,11.8,6.0,34.8,23.0,74.0,15.8,316.0,1011.0,1.0,1.0,1.1199999999999999,0.89,1.35,30.0
2022-09-26,3.31,7.83,7.0,37.8,21.0,100.0,12.67,298.0,1011.0,3.0,1.0,0.49000000000000005,0.73,1.11,9.0
2022-09-27,6.0,10.0,6.0,41.1,20.0,97.0,20.0,289.0,1016.0,3.0,1.0,0.55,0.61,1.4,6.0
2022-09-28,6.0,11.0,4.0,45.3,23.0,58.0,20.0,292.0,1015.0,1.0,1.1,0.35,0.6799999999999999,0.7,21.0
2022-09-29,7.0,11.0,3.0,37.6,22.0,71.0,23.0,251.0,1011.0,2.0,1.0,0.35000000000000003,1.05,1.1900000000000002,32.0
2022-09-30,3.0,8.0,6.0,46.9,21.0,62.0,12.0,335.0,1008.0,2.0,2.1,0.5,1.44,0.68,20.0
2022-10-01,4.0,9.0,5.0,48.2,20.0,73.0,15.0,320.0,1020.0,2.0,1.0,0.71,0.8100000000000002,1.22,11.0
2022-10-02,5.0,12.0,3.0,46.4,19.0,86.0,20.0,312.0,1027.0,1.0,1.0,1.23,0.85,1.52,15.0
2022-10-03,7.0,10.0,7.0,46.5,21.0,88.0,20.0,317.0,1024.0,2.0,1.0,1.28,0.96,1.97,10.0
2022-10-04,4.0,6.0,3.0,38.2,23.0,100.0,11.0,169.0,1021.0,1.0,1.0,0.6199999999999999,1.2999999999999998,1.01,13.0
2022-10-05,2.6,6.3,1.9,39.1,23.0,99.0,10.3,297.0,1022.0,2.0,1.0,0.67,0.56,1.65,26.65
2022-10-06,4.7,6.1,2.0,36.7,23.0,98.0,13.2,315.0,1025.0,2.0,1.0,0.76,0.6099999999999999,1.06,18.56
2022-10-07,4.9,8.6,3.5,41.6,20.0,100.0,16.0,330.0,1024.0,5.0,1.0,0.53,0.65,1.06,9.72
2022-10-08,8.0,9.3,3.9,28.9,21.0,100.0,21.5,316.0,1019.0,2.0,1.0,0.48999999999999994,0.6699999999999999,1.15,22.27
2022-10-09,8.5,8.8,5.7,32.3,21.0,100.0,21.8,326.0,1019.0,3.0,1.0,0.4,0.71,1.08,17.07
2022-10-10,7.1,9.0,5.1,20.9,21.0,100.0,19.8,306.0,1018.0,2.0,1.0,0.28,0.43,0.68,13.7
2022-10-11,4.1,7.2,6.2,37.2,19.0,100.0,13.4,164.0,1019.0,3.0,1.0,0.59,1.1700000000000002,0.9399999999999998,10.03
2022-10-12,5.8,8.1,4.6,38.6,20.0,100.0,17.1,299.0,1020.0,4.0,1.0,0.15,0.43,0.61,15.29
2022-10-13,5.9,7.8,6.6,33.5,20.0,100.0,16.9,312.0,1023.0,2.0,1.0,0.63,0.6199999999999999,1.3199999999999998,15.51
2022-10-14,3.5,8.2,6.1,45.5,20.0,100.0,13.6,292.0,1025.0,2.0,1.0,0.41999999999999993,1.1400000000000001,1.3699999999999999,14.04
2022-10-15,3.7,9.5,4.2,44.68,20.0,70.0,15.2,269.0,1021.0,3.0,1.0,0.32,0.95,0.9100000000000001,13.76
2022-10-16,5.3,9.0,6.4,46.8,20.0,88.0,17.1,302.0,1018.0,2.0,1.0,0.8799999999999999,0.5,1.52,11.27
2022-10-17,5.8,9.1,4.8,36.5,21.0,95.0,18.0,313.0,1021.0,3.0,1.0,0.9400000000000001,0.71,1.7399999999999998,22.03
2022-10-18,5.5,6.6,3.5,40.9,23.0,100.0,15.0,323.0,1026.0,3.0,1.0,0.64,0.5999999999999999,1.5,35.34
2022-10-19,2.5,5.6,2.1,39.6,22.0,100.0,9.3,268.0,1026.0,2.0,1.0,0.54,0.79,1.5,49.31
2022-10-20,2.9,4.1,2.2,36.4,23.0,100.0,8.5,270.0,1019.0,3.0,1.0,0.73,0.76,1.3800000000000001,36.37
2022-10-21,7.0,5.8,6.5,40.4,23.0,100.0,16.5,182.0,1018.0,3.0,1.0,0.32999999999999996,0.77,1.33,51.95
2022-10-22,8.8,10.2,4.9,28.07,21.0,94.0,23.7,242.0,1018.0,3.0,1.0,0.4699999999999999,1.28,1.02,52.78
2022-10-23,7.9,9.1,4.6,23.96,21.0,100.0,21.2,260.0,1018.0,2.0,1.0,0.5099999999999999,1.3399999999999999,1.35,38.88
2022-10-24,6.6,9.5,4.3,39.2,21.0,89.0,19.6,291.0,1018.0,2.0,1.0,0.52,0.6699999999999999,1.03,38.84
2022-10-25,5.5,10.9,4.5,37.14,20.0,79.0,19.3,279.0,1020.0,3.0,1.0,0.52,0.8300000000000001,1.15,47.86
2022-10-26,6.3,9.7,3.7,34.2,21.0,100.0,19.4,315.0,1020.0,3.0,1.0,0.62,0.7,1.39,24.69
2022-10-27,4.5,10.2,4.8,37.8,20.0,68.0,17.1,273.0,1024.0,2.0,1.0,0.7099999999999999,0.9199999999999999,1.31,50.7
2022-10-28,5.5,9.0,4.2,35.4,20.0,100.0,17.5,300.0,1026.0,4.0,1.0,0.5700000000000001,0.7,1.56,30.69
2022-10-29,4.7,7.7,4.7,44.9,20.0,100.0,14.8,317.0,1026.0,2.0,1.0,0.4600000000000001,0.8200000000000001,1.36,23.85
2022-10-30,3.8,7.8,4.6,38.4,20.0,100.0,13.7,319.0,1023.0,3.0,1.0,0.63,0.89,1.5,32.34
2022-10-31,4.3,8.7,4.6,36.0,19.0,100.0,15.2,295.0,1021.0,3.0,1.0,0.21000000000000002,0.67,0.82,29.23
2022-11-01,5.1,9.7,6.9,44.8,21.0,98.0,17.5,178.0,1022.0,3.0,1.0,0.35000000000000003,0.93,1.03,40.32
2022-11-02,4.0,7.9,5.1,41.1,20.0,100.0,14.0,298.0,1024.0,2.0,1.0,0.27,0.5599999999999999,1.22,33.33
2022-11-03,4.1,8.1,4.7,35.3,19.0,100.0,14.4,303.0,1023.0,4.0,1.0,0.6799999999999999,0.59,1.86,30.88
2022-11-04,3.8,8.2,4.6,49.4,20.0,83.0,14.0,294.0,1019.0,2.0,1.0,0.9800000000000001,0.8200000000000001,1.65,21.62
2022-11-05,2.7,5.2,6.1,54.2,20.0,23.0,9.3,320.0,1022.0,1.0,1.1,0.61,1.48,1.03,12.55
2022-11-06,3.1,10.5,4.4,42.1,16.0,79.0,15.3,244.0,1022.0,2.0,1.0,0.23000000000000004,1.4,0.5700000000000001,23.5
2022-11-07,2.5,7.1,3.4,51.1,16.0,100.0,11.1,298.0,1020.0,3.0,1.1,0.1,0.38,0.45,18.63
2022-11-08,3.3,10.5,6.3,22.830000000000002,16.0,100.0,15.6,311.0,1020.0,3.0,1.0,0.4,0.43,0.8899999999999999,18.25
2022-11-09,3.0,9.3,3.9,32.0,17.0,97.0,13.9,311.0,1018.0,2.0,1.0,0.18000000000000002,0.65,0.44000000000000006,22.11
2022-11-10,3.3,5.3,5.1,54.0,17.0,100.0,10.4,299.0,1022.0,4.0,1.0,0.3,0.53,0.6900000000000001,7.6
2022-11-11,3.4,7.8,4.7,54.5,17.0,93.0,13.0,307.0,1025.0,2.0,1.0,0.42000000000000004,0.62,1.0099999999999998,6.79
2022-11-12,3.1,6.3,4.3,42.7,20.0,100.0,11.0,219.0,1023.0,4.0,1.0,0.4,0.63,0.67,28.44
2022-11-13,4.5,7.4,1.7,42.4,18.0,100.0,14.3,318.0,1022.0,3.0,1.0,0.13000000000000003,0.47000000000000003,0.34,22.6
2022-11-14,3.4,7.0,1.9,45.5,17.0,100.0,12.2,315.0,1020.0,4.0,1.0,0.2,0.35,0.2,13.51
2022-11-15,4.3,9.7,5.3,37.3,18.0,100.0,16.3,283.0,1019.0,3.0,1.0,0.32,0.7000000000000001,0.6599999999999999,31.46
2022-11-16,5.0,7.0,6.2,54.7,22.0,55.0,14.7,269.0,1013.0,2.0,1.1,0.55,0.61,0.8699999999999999,5.66
2022-11-17,4.7,7.3,4.6,46.5,21.0,61.0,14.6,276.0,1012.0,3.0,1.0,0.41999999999999993,0.64,0.9,11.31
2022-11-18,3.3,6.2,4.7,55.2,23.0,55.0,11.2,282.0,1011.0,1.0,1.0,0.6799999999999999,0.8,1.44,8.84
2022-11-19,2.8,5.3,5.0,77.3,15.0,55.0,9.5,303.0,1014.0,1.0,1.3,0.29000000000000004,0.7,0.9400000000000001,5.52
2022-11-20,2.7,4.5,5.6,64.7,15.0,45.0,8.6,304.0,1020.0,3.0,1.7,0.30000000000000004,1.0,1.02,8.3
2022-11-21,3.1,7.8,2.0,47.5,14.0,85.0,12.5,306.0,1022.0,3.0,1.0,0.21000000000000002,0.44000000000000006,0.65,7.47
2022-11-22,2.9,5.0,3.3,66.9,21.0,34.0,9.4,293.0,1012.0,1.0,2.4,0.52,0.8,1.2,24.47
2022-11-23,3.4,6.7,4.1,53.5,18.0,58.0,11.9,277.0,1014.0,3.0,1.0,0.35,0.53,0.6900000000000001,8.29
2022-11-24,3.1,6.6,4.5,57.3,19.0,66.0,11.3,297.0,1017.0,2.0,1.1,0.43999999999999995,0.7100000000000001,0.7400000000000001,10.74
2022-11-25,3.7,7.5,3.3,32.1,15.0,100.0,13.2,210.0,1019.0,3.0,1.0,0.19,0.5999999999999999,0.38,22.44
2022-11-26,2.7,4.7,5.1,46.0,17.0,42.0,8.8,330.0,1027.0,1.0,1.8,0.41,1.04,0.75,13.53
2022-11-27,3.1,9.1,6.2,36.56,12.0,85.0,13.8,307.0,1027.0,3.0,1.0,0.5,0.99,1.2200000000000002,17.11
2022-11-28,2.9,6.0,2.8,38.35,11.0,100.0,10.4,285.0,1019.0,3.0,1.0,0.3,0.48999999999999994,0.22000000000000003,7.76
2022-11-29,2.6,5.3,7.6,48.3,15.0,47.0,9.3,319.0,1020.0,2.0,1.6,0.39,1.23,0.86,15.56
2022-11-30,2.9,5.2,4.0,69.5,14.0,50.0,9.7,295.0,1016.0,3.0,1.0,0.12000000000000002,0.7100000000000001,0.93,8.66
2022-12-01,3.7,9.9,4.6,44.8,12.0,91.0,15.5,296.0,1014.0,3.0,1.0,0.16,0.61,0.66,23.68
2022-12-02,2.7,6.5,4.3,57.0,13.0,100.0,10.7,81.0,1012.0,5.0,1.0,0.21999999999999997,0.32999999999999996,0.30999999999999994,5.0
2022-12-03,3.0,6.2,2.1,34.1,12.0,83.0,10.8,325.0,1008.0,4.0,1.3,0.51,1.0,0.57,9.66
2022-12-04,4.4,13.0,3.8,29.7,11.0,97.0,19.8,257.0,1007.0,4.0,1.0,0.27,1.1600000000000001,0.7000000000000001,19.43
2022-12-05,2.8,7.9,4.8,35.0,12.0,100.0,12.1,296.0,1012.0,4.0,1.0,0.26,0.8100000000000002,0.31000000000000005,12.39
2022-12-06,3.6,9.4,5.1,25.4,15.0,100.0,14.9,289.0,1012.0,3.0,1.0,0.17,0.5,0.26,17.24
2022-12-07,4.7,11.0,3.3,34.8,15.0,100.0,18.1,288.0,1014.0,4.0,1.0,0.27,0.64,0.41000000000000003,31.55
2022-12-08,3.9,12.2,7.3,33.0,14.0,100.0,18.3,291.0,1009.0,4.0,1.0,0.35,0.95,0.51,19.83
2022-12-09,3.1,7.2,3.6,31.9,16.0,100.0,11.9,276.0,1002.0,4.0,1.0,0.4,1.06,0.52,15.34
2022-12-10,2.4,5.7,4.4,47.6,16.0,89.0,9.3,205.0,1000.0,2.0,2.0,0.27999999999999997,0.85,0.44000000000000006,7.88
2022-12-11,2.9,7.7,6.5,60.0,16.0,56.0,12.2,289.0,1010.0,3.0,1.0,0.4800000000000001,0.8700000000000001,1.06,7.4
2022-12-12,4.1,9.4,4.0,33.0,15.0,100.0,15.6,267.0,1006.0,3.0,1.0,0.35,3.15,0.52,16.57
2022-12-13,2.7,6.2,3.0,38.5,20.0,77.0,10.4,201.0,1007.0,3.0,2.0,0.33999999999999997,1.0100000000000002,0.51,16.68
2022-12-14,4.1,5.4,13.4,46.4,21.0,78.0,11.6,180.0,1002.0,1.0,2.4,0.4,1.1800000000000002,0.68,15.33
2022-12-15,3.4,7.2,2.0,37.4,18.0,100.0,12.5,200.0,1001.0,7.0,2.7,0.4,1.1300000000000001,0.65,7.76
2022-12-16,3.8,8.3,1.6,47.8,14.0,79.0,14.1,295.0,1003.0,2.0,1.2,0.25000000000000006,0.6599999999999999,0.7100000000000001,6.31
2022-12-17,3.8,8.7,5.1,22.8,12.0,100.0,14.5,301.0,1011.0,3.0,1.0,0.32999999999999996,1.8099999999999998,0.35,17.88
2022-12-18,3.3,10.3,5.3,33.0,13.0,100.0,15.3,295.0,1021.0,3.0,1.0,0.39,0.6900000000000001,0.4600000000000001,18.63
2022-12-19,3.9,8.1,3.7,34.6,13.0,100.0,14.0,305.0,1027.0,4.0,1.0,0.48999999999999994,0.8099999999999999,1.7900000000000003,14.42
2022-12-20,4.3,9.5,3.0,35.4,14.0,100.0,16.0,298.0,1025.0,4.0,1.0,0.51,0.89,0.51,16.8
2022-12-21,3.1,9.8,4.2,27.07,12.0,100.0,14.5,228.0,1022.0,4.0,1.0,0.53,1.2500000000000002,0.8300000000000001,16.67
2022-12-22,2.6,8.9,8.0,38.42,13.0,84.0,13.0,259.0,1024.0,3.0,1.0,0.45999999999999996,1.2799999999999998,0.7300000000000001,20.24
2022-12-23,2.3,9.0,6.0,14.5,15.0,77.0,12.6,226.0,1025.0,2.0,1.0,0.35000000000000003,0.8799999999999999,0.78,13.45
2022-12-24,2.7,11.3,2.2,11.1,13.0,100.0,15.4,305.0,1022.0,3.0,1.0,0.21000000000000002,1.65,1.4,21.26
2022-12-25,2.6,11.0,3.8,5.8,12.0,100.0,14.9,314.0,1020.0,3.0,1.0,0.5199999999999999,0.8800000000000001,3.75,13.86
2022-12-26,2.4,10.3,2.9,18.8,12.0,90.0,13.9,288.0,1021.0,3.0,1.0,0.30000000000000004,1.02,0.8399999999999999,18.11
2022-12-27,2.6,11.2,3.7,12.6,12.0,88.0,15.2,306.0,1028.0,3.0,1.0,0.42000000000000004,1.1,1.4,23.7
2022-12-28,2.4,9.8,6.0,38.4,10.0,95.0,13.6,302.0,1028.0,3.0,1.0,0.47000000000000003,0.75,0.8800000000000001,21.44
2022-12-29,2.2,11.0,2.7,34.9,11.0,100.0,14.4,306.0,1023.0,3.0,1.0,0.33999999999999997,0.9200000000000002,0.79,29.53
2022-12-30,2.4,12.5,2.1,30.0,12.0,95.0,16.2,240.0,1023.0,2.0,1.0,0.25,1.22,1.1600000000000001,27.52
2022-12-31,2.4,12.3,2.8,35.6,12.0,86.0,16.0,312.0,1025.0,3.0,1.0,0.5700000000000001,0.6799999999999999,0.97,43.86
