NO (µg/m³N),NO2 (µg/m³N),SO2 (µg/m³N),O3 (µg/m³N),TMP (ºC),HR (% H.R.),NOX (µg/m³N),DD (grados),PRB (mb),RS (W/m³),VV (m/s),C6H6 (µg/m³N),C7H8 (µg/m³N),XIL (µg/m³N),PM10 (µg/m³N),Ruido (dBA)
7.0,12.0,,81.0,15.0,40.0,22.0,341.0,1021.0,250.0,3.0,,,,16.0,
4.0,9.0,,87.0,17.0,33.0,15.0,335.0,1021.0,564.0,3.0,,,,12.0,
4.0,9.0,,96.0,18.0,26.0,15.0,334.0,1020.0,626.0,3.0,,,,14.0,
4.0,9.0,,97.0,19.0,26.0,15.0,334.0,1019.0,638.0,2.0,,,,19.0,
4.0,10.0,,100.0,20.0,24.0,16.0,232.0,1019.0,558.0,1.0,,,,14.0,
3.0,11.0,,104.0,22.0,19.0,16.0,225.0,1018.0,425.0,2.0,,,,28.0,
4.0,11.0,,109.0,20.0,31.0,17.0,178.0,1019.0,90.0,2.0,,,,43.0,
3.0,12.0,,101.0,19.0,51.0,18.0,213.0,1019.0,23.0,2.0,,,,41.0,
4.0,16.0,,86.0,17.0,63.0,21.0,200.0,1019.0,3.0,1.0,,,,30.0,
3.0,17.0,,83.0,16.0,68.0,22.0,223.0,1020.0,1.0,1.0,,,,21.0,
4.0,21.0,,61.0,16.0,71.0,27.0,161.0,1020.0,1.0,1.0,,,,18.0,
4.0,32.0,,34.0,14.0,78.0,38.0,211.0,1020.0,2.0,1.0,,,,29.0,
3.0,17.0,,61.0,14.0,80.0,21.0,305.0,1021.0,2.0,1.0,,,,18.0,
3.0,15.0,,64.0,14.0,78.0,19.0,304.0,1021.0,2.0,1.0,,,,17.0,
3.0,11.0,,66.0,14.0,79.0,15.0,295.0,1021.0,2.0,1.0,,,,18.0,
3.0,11.0,,63.0,13.0,82.0,15.0,303.0,1021.0,2.0,1.0,,,,16.0,
3.0,9.0,,62.0,13.0,83.0,14.0,301.0,1020.0,2.0,1.0,,,,14.0,
3.0,10.0,,60.0,12.0,82.0,13.0,306.0,1021.0,2.0,1.0,,,,8.0,
3.0,10.0,,57.0,12.0,74.0,14.0,305.0,1020.0,2.0,1.0,,,,3.0,
3.0,9.0,,54.0,12.0,67.0,14.0,309.0,1021.0,2.0,1.0,,,,10.0,
3.0,13.0,,48.0,11.0,67.0,18.0,316.0,1021.0,2.0,1.0,,,,6.0,
4.0,14.0,,53.0,11.0,58.0,19.0,310.0,1021.0,3.0,1.0,,,,3.0,
5.0,17.0,,63.0,14.0,50.0,25.0,297.0,1021.0,31.0,1.0,,,,17.0,
4.0,15.0,,65.0,15.0,46.0,21.0,305.0,1022.0,62.0,1.0,,,,37.0,
4.0,15.0,,70.0,17.0,40.0,21.0,314.0,1022.0,245.0,1.0,,,,23.0,
3.0,14.0,,80.0,20.0,35.0,19.0,276.0,1022.0,527.0,1.0,,,,23.0,
3.0,14.0,10.0,85.0,22.0,31.0,19.0,137.0,1022.0,598.0,1.0,,,,23.0,
3.0,13.0,8.0,99.0,24.0,28.0,17.0,112.0,1021.0,609.0,1.0,,,,20.0,
3.0,12.0,6.0,101.0,23.0,29.0,17.0,75.0,1020.0,535.0,1.0,,,,14.0,
4.0,12.0,9.0,99.0,23.0,35.0,17.0,123.0,1020.0,403.0,1.0,,,,44.0,
4.0,12.0,10.0,101.0,21.0,48.0,17.0,172.0,1020.0,80.0,2.0,,,,31.0,
4.0,12.0,10.0,100.0,20.0,57.0,18.0,182.0,1020.0,25.0,2.0,,,,26.0,
5.0,20.0,11.0,81.0,18.0,60.0,28.0,183.0,1021.0,3.0,1.0,,,,29.0,
6.0,35.0,13.0,32.0,17.0,66.0,45.0,315.0,1021.0,1.0,1.0,,,,71.0,
11.0,46.0,14.0,6.0,15.0,71.0,62.0,313.0,1022.0,2.0,1.0,,,,78.0,
4.0,34.0,10.0,25.0,15.0,70.0,40.0,305.0,1022.0,3.0,1.0,,,,44.0,
4.0,21.0,7.0,53.0,16.0,69.0,26.0,310.0,1022.0,3.0,1.0,,,,30.0,
4.0,16.0,7.0,54.0,16.0,67.0,22.0,317.0,1022.0,3.0,1.0,,,,25.0,
3.0,12.0,8.0,65.0,16.0,53.0,17.0,319.0,1022.0,1.0,1.0,,,,5.0,
3.0,9.0,9.0,72.0,16.0,42.0,14.0,328.0,1022.0,2.0,1.0,,,,4.0,
3.0,8.0,8.0,84.0,16.0,37.0,13.0,319.0,1022.0,3.0,1.0,,,,49.0,
3.0,7.0,8.0,79.0,16.0,37.0,12.0,329.0,1022.0,3.0,2.0,,,,30.0,
3.0,7.0,8.0,78.0,15.0,38.0,12.0,332.0,1022.0,3.0,2.0,,,,12.0,
3.0,7.0,7.0,77.0,14.0,42.0,12.0,336.0,1023.0,3.0,3.0,,,,31.0,
5.0,8.0,9.0,74.0,13.0,44.0,15.0,332.0,1023.0,1.0,2.0,,,,14.0,
4.0,13.0,11.0,69.0,13.0,45.0,20.0,334.0,1023.0,2.0,2.0,,,,18.0,
4.0,14.0,11.0,70.0,12.0,49.0,20.0,341.0,1023.0,27.0,2.0,,,,26.0,
5.0,13.0,10.0,79.0,13.0,45.0,20.0,332.0,1024.0,78.0,2.0,,,,28.0,
4.0,10.0,11.0,87.0,14.0,41.0,15.0,336.0,1024.0,269.0,3.0,,,,30.0,
3.0,9.0,11.0,88.0,16.0,36.0,14.0,335.0,1024.0,525.0,3.0,,,,21.0,
4.0,9.0,10.0,94.0,17.0,31.0,14.0,338.0,1024.0,603.0,3.0,,,,19.0,
4.0,10.0,7.0,97.0,18.0,29.0,15.0,272.0,1024.0,617.0,2.0,,,,11.0,
4.0,12.0,6.0,97.0,18.0,29.0,18.0,250.0,1023.0,543.0,1.0,,,,13.0,
4.0,10.0,8.0,100.0,18.0,29.0,16.0,192.0,1023.0,412.0,1.0,,,,13.0,
3.0,12.0,10.0,95.0,18.0,30.0,17.0,46.0,1023.0,77.0,1.0,,,,15.0,
3.0,14.0,11.0,90.0,17.0,37.0,19.0,62.0,1023.0,24.0,1.0,,,,37.0,
4.0,22.0,11.0,75.0,15.0,47.0,28.0,117.0,1023.0,3.0,1.0,,,,30.0,
12.0,43.0,14.0,18.0,14.0,52.0,61.0,312.0,1024.0,1.0,1.0,,,,77.0,
10.0,47.0,14.0,14.0,13.0,56.0,62.0,303.0,1024.0,2.0,1.0,,,,52.0,
4.0,31.0,11.0,39.0,12.0,57.0,37.0,303.0,1025.0,2.0,1.0,,,,28.0,
4.0,21.0,9.0,49.0,11.0,58.0,27.0,313.0,1025.0,2.0,1.0,,,,26.0,
3.0,17.0,8.0,56.0,11.0,58.0,23.0,300.0,1025.0,2.0,1.0,,,,24.0,
3.0,11.0,9.0,75.0,12.0,53.0,16.0,307.0,1025.0,2.0,1.0,,,,9.0,
3.0,8.0,9.0,75.0,13.0,48.0,13.0,322.0,1025.0,2.0,1.0,,,,6.0,
3.0,8.0,9.0,74.0,12.0,50.0,13.0,314.0,1025.0,2.0,1.0,,,,6.0,
3.0,8.0,9.0,70.0,12.0,52.0,13.0,321.0,1025.0,2.0,1.0,,,,8.0,
3.0,8.0,9.0,76.0,12.0,48.0,13.0,322.0,1025.0,2.0,1.0,,,,10.0,
3.0,8.0,9.0,81.0,12.0,49.0,13.0,321.0,1025.0,2.0,1.0,,,,12.0,
3.0,8.0,9.0,78.0,12.0,51.0,14.0,320.0,1025.0,2.0,1.0,,,,12.0,
4.0,12.0,11.0,72.0,11.0,52.0,18.0,321.0,1026.0,2.0,1.0,,,,15.0,
6.0,17.0,10.0,61.0,11.0,53.0,25.0,315.0,1026.0,26.0,1.0,,,,24.0,
5.0,15.0,10.0,67.0,13.0,48.0,22.0,327.0,1026.0,69.0,2.0,,,,38.0,
4.0,11.0,10.0,78.0,15.0,43.0,17.0,331.0,1026.0,238.0,2.0,,,,32.0,
4.0,10.0,10.0,84.0,16.0,39.0,15.0,337.0,1026.0,520.0,2.0,,,,25.0,
4.0,10.0,10.0,93.0,18.0,36.0,15.0,337.0,1026.0,600.0,3.0,,,,20.0,
3.0,9.0,8.0,97.0,19.0,32.0,15.0,343.0,1026.0,615.0,2.0,,,,14.0,
4.0,9.0,6.0,100.0,19.0,30.0,15.0,326.0,1025.0,547.0,2.0,,,,13.0,
3.0,10.0,8.0,104.0,19.0,28.0,15.0,265.0,1025.0,415.0,1.0,,,,12.0,
3.0,11.0,10.0,101.0,19.0,26.0,16.0,319.0,1025.0,66.0,1.0,,,,11.0,
3.0,15.0,9.0,88.0,19.0,26.0,20.0,313.0,1025.0,23.0,1.0,,,,30.0,
7.0,31.0,9.0,55.0,18.0,30.0,41.0,217.0,1025.0,3.0,1.0,,,,50.0,
9.0,30.0,11.0,43.0,16.0,35.0,43.0,199.0,1026.0,1.0,1.0,,,,79.0,
5.0,25.0,11.0,58.0,15.0,46.0,32.0,202.0,1026.0,1.0,1.0,,,,53.0,
4.0,28.0,10.0,35.0,13.0,55.0,34.0,180.0,1026.0,2.0,1.0,,,,30.0,
5.0,30.0,9.0,34.0,13.0,59.0,37.0,186.0,1026.0,3.0,1.0,,,,37.0,
3.0,18.0,7.0,62.0,13.0,59.0,23.0,296.0,1026.0,2.0,1.0,,,,16.0,
3.0,11.0,9.0,72.0,13.0,52.0,16.0,306.0,1026.0,2.0,1.0,,,,14.0,
3.0,12.0,10.0,63.0,14.0,51.0,17.0,302.0,1026.0,2.0,1.0,,,,18.0,
3.0,11.0,10.0,61.0,14.0,51.0,16.0,301.0,1025.0,2.0,1.0,,,,17.0,
3.0,10.0,10.0,64.0,14.0,53.0,15.0,304.0,1025.0,2.0,1.0,,,,16.0,
3.0,9.0,10.0,68.0,14.0,54.0,14.0,309.0,1025.0,2.0,1.0,,,,12.0,
3.0,9.0,10.0,67.0,14.0,57.0,14.0,315.0,1025.0,2.0,1.0,,,,10.0,
3.0,11.0,10.0,61.0,14.0,60.0,16.0,313.0,1025.0,2.0,1.0,,,,6.0,
4.0,14.0,10.0,56.0,14.0,61.0,19.0,316.0,1025.0,3.0,1.0,,,,10.0,
5.0,17.0,10.0,53.0,14.0,61.0,24.0,319.0,1025.0,27.0,1.0,,,,25.0,
3.0,11.0,9.0,65.0,16.0,54.0,16.0,328.0,1025.0,64.0,2.0,,,,13.0,
3.0,10.0,9.0,73.0,18.0,49.0,15.0,331.0,1025.0,227.0,3.0,,,,40.0,
3.0,10.0,8.0,77.0,19.0,44.0,15.0,333.0,1025.0,513.0,2.0,,,,45.0,
3.0,10.0,9.0,80.0,20.0,41.0,15.0,329.0,1025.0,584.0,2.0,,,,27.0,
3.0,10.0,7.0,91.0,21.0,37.0,15.0,220.0,1024.0,593.0,1.0,,,,10.0,
3.0,10.0,6.0,97.0,22.0,35.0,15.0,228.0,1024.0,522.0,1.0,,,,9.0,
3.0,10.0,9.0,98.0,22.0,33.0,14.0,111.0,1023.0,397.0,1.0,,,,8.0,
2.0,12.0,11.0,95.0,22.0,33.0,15.0,271.0,1023.0,69.0,1.0,,,,7.0,
2.0,12.0,11.0,90.0,21.0,42.0,15.0,160.0,1023.0,23.0,2.0,,,,31.0,
3.0,8.0,10.0,78.0,19.0,52.0,13.0,185.0,1023.0,2.0,2.0,,,,25.0,
4.0,15.0,9.0,71.0,18.0,57.0,21.0,198.0,1023.0,1.0,1.0,,,,19.0,
5.0,19.0,10.0,57.0,17.0,61.0,26.0,239.0,1023.0,1.0,1.0,,,,29.0,
4.0,21.0,10.0,49.0,15.0,69.0,26.0,298.0,1024.0,2.0,1.0,,,,34.0,
3.0,11.0,10.0,73.0,16.0,72.0,15.0,303.0,1024.0,1.0,1.0,,,,11.0,
3.0,10.0,10.0,64.0,15.0,68.0,15.0,303.0,1023.0,2.0,1.0,,,,8.0,
3.0,10.0,10.0,65.0,14.0,66.0,15.0,308.0,1022.0,2.0,1.0,,,,11.0,
3.0,10.0,10.0,61.0,14.0,64.0,14.0,297.0,1022.0,2.0,1.0,,,,9.0,
3.0,9.0,9.0,67.0,15.0,58.0,13.0,307.0,1021.0,2.0,1.0,,,,8.0,
3.0,9.0,9.0,62.0,15.0,56.0,14.0,280.0,1021.0,2.0,1.0,,,,8.0,
3.0,9.0,8.0,55.0,14.0,59.0,13.0,264.0,1020.0,2.0,1.0,,,,8.0,
3.0,8.0,8.0,61.0,14.0,58.0,12.0,316.0,1020.0,2.0,1.0,,,,8.0,
3.0,8.0,9.0,66.0,14.0,56.0,12.0,312.0,1020.0,2.0,1.0,,,,7.0,
3.0,10.0,9.0,63.0,14.0,55.0,14.0,262.0,1020.0,3.0,1.0,,,,7.0,
3.0,8.0,9.0,72.0,16.0,51.0,12.0,306.0,1020.0,22.0,2.0,,,,11.0,
3.0,9.0,9.0,70.0,17.0,46.0,13.0,312.0,1021.0,52.0,1.0,,,,15.0,
3.0,9.0,10.0,73.0,20.0,39.0,14.0,301.0,1020.0,145.0,1.0,,,,14.0,
3.0,12.0,10.0,84.0,23.0,28.0,16.0,301.0,1020.0,496.0,1.0,,,,6.0,
3.0,11.0,10.0,93.0,25.0,22.0,15.0,306.0,1019.0,589.0,1.0,,,,7.0,
3.0,11.0,9.0,98.0,25.0,19.0,17.0,308.0,1018.0,602.0,1.0,,,,8.0,
3.0,10.0,9.0,100.0,26.0,17.0,14.0,295.0,1018.0,535.0,1.0,,,,6.0,
3.0,9.0,10.0,97.0,26.0,19.0,14.0,284.0,1017.0,405.0,1.0,,,,27.0,
4.0,11.0,10.0,87.0,25.0,31.0,16.0,174.0,1017.0,52.0,2.0,,,,52.0,
3.0,12.0,10.0,84.0,23.0,41.0,17.0,185.0,1017.0,20.0,2.0,,,,22.0,
4.0,14.0,10.0,79.0,21.0,39.0,20.0,201.0,1017.0,2.0,1.0,,,,24.0,
5.0,27.0,12.0,43.0,18.0,46.0,36.0,236.0,1017.0,1.0,1.0,,,,34.0,
5.0,22.0,13.0,52.0,17.0,54.0,29.0,293.0,1017.0,2.0,1.0,,,,44.0,
3.0,11.0,11.0,76.0,18.0,55.0,16.0,299.0,1018.0,1.0,1.0,,,,17.0,
3.0,10.0,8.0,74.0,17.0,60.0,15.0,304.0,1017.0,1.0,1.0,,,,17.0,
3.0,10.0,9.0,71.0,17.0,48.0,14.0,307.0,1017.0,1.0,1.0,,,,3.0,
3.0,9.0,9.0,72.0,18.0,37.0,14.0,283.0,1017.0,1.0,1.0,,,,3.0,
4.0,9.0,11.0,85.0,20.0,29.0,15.0,310.0,1017.0,1.0,1.0,,,,15.0,
3.0,7.0,11.0,89.0,19.0,30.0,12.0,317.0,1016.0,1.0,1.0,,,,32.0,
3.0,8.0,10.0,89.0,19.0,33.0,13.0,320.0,1015.0,1.0,2.0,,,,63.0,
3.0,11.0,10.0,84.0,19.0,36.0,15.0,310.0,1015.0,1.0,2.0,,,,73.0,
3.0,8.0,10.0,84.0,19.0,40.0,13.0,316.0,1015.0,1.0,2.0,,,,96.0,
3.0,8.0,10.0,84.0,18.0,41.0,13.0,325.0,1014.0,1.0,3.0,,,,308.0,
3.0,10.0,14.0,80.0,18.0,42.0,15.0,314.0,1014.0,1.0,3.0,,,,275.0,
3.0,10.0,14.0,81.0,18.0,41.0,15.0,319.0,1015.0,25.0,3.0,,,,105.0,
6.0,10.0,12.0,82.0,19.0,39.0,20.0,311.0,1015.0,84.0,2.0,,,,265.0,
3.0,9.0,9.0,87.0,20.0,33.0,14.0,323.0,1015.0,207.0,3.0,,,,320.0,
4.0,10.0,9.0,89.0,21.0,30.0,16.0,330.0,1016.0,496.0,3.0,,,,76.0,
3.0,11.0,10.0,91.0,21.0,25.0,16.0,336.0,1016.0,576.0,3.0,,,,97.0,
3.0,12.0,10.0,97.0,21.0,25.0,18.0,340.0,1015.0,595.0,4.0,,,,77.0,
3.0,12.0,9.0,104.0,21.0,23.0,17.0,340.0,1015.0,525.0,4.0,,,,135.0,
3.0,11.0,10.0,113.0,21.0,23.0,16.0,339.0,1014.0,391.0,3.0,,,,67.0,
4.0,12.0,11.0,115.0,21.0,24.0,18.0,343.0,1014.0,60.0,2.0,,,,41.0,
3.0,13.0,11.0,114.0,20.0,26.0,18.0,341.0,1015.0,23.0,2.0,,,,35.0,
4.0,13.0,12.0,107.0,18.0,29.0,19.0,339.0,1016.0,2.0,3.0,,,,36.0,
4.0,13.0,13.0,103.0,17.0,30.0,19.0,332.0,1016.0,1.0,2.0,,,,26.0,
3.0,15.0,12.0,92.0,16.0,35.0,21.0,117.0,1017.0,1.0,1.0,,,,37.0,
4.0,16.0,11.0,87.0,16.0,34.0,23.0,224.0,1018.0,1.0,1.0,,,,19.0,
3.0,7.0,8.0,71.0,14.0,37.0,11.0,317.0,1018.0,1.0,1.0,,,,19.0,
3.0,12.0,8.0,76.0,13.0,38.0,17.0,326.0,1018.0,1.0,1.0,,,,21.0,
3.0,9.0,9.0,85.0,13.0,36.0,13.0,329.0,1018.0,1.0,1.0,,,,10.0,
3.0,7.0,9.0,90.0,13.0,31.0,11.0,333.0,1018.0,1.0,2.0,,,,6.0,
3.0,7.0,8.0,85.0,11.0,34.0,11.0,331.0,1018.0,1.0,1.0,,,,7.0,
3.0,6.0,8.0,85.0,11.0,35.0,10.0,329.0,1017.0,1.0,2.0,,,,12.0,
3.0,6.0,8.0,82.0,10.0,38.0,10.0,331.0,1017.0,1.0,2.0,,,,15.0,
3.0,7.0,9.0,78.0,10.0,39.0,11.0,328.0,1017.0,2.0,1.0,,,,9.0,
3.0,7.0,8.0,79.0,10.0,40.0,11.0,333.0,1018.0,2.0,2.0,,,,11.0,
3.0,19.0,10.0,54.0,9.0,41.0,24.0,318.0,1018.0,2.0,1.0,,,,13.0,
7.0,27.0,10.0,38.0,9.0,43.0,38.0,319.0,1019.0,21.0,1.0,,,,31.0,
6.0,16.0,10.0,63.0,11.0,38.0,25.0,317.0,1019.0,51.0,1.0,,,,30.0,
4.0,13.0,10.0,71.0,14.0,32.0,19.0,320.0,1019.0,131.0,1.0,,,,30.0,
3.0,11.0,10.0,89.0,16.0,26.0,16.0,274.0,1019.0,497.0,1.0,,,,17.0,
3.0,10.0,9.0,99.0,17.0,25.0,14.0,251.0,1019.0,583.0,1.0,,,,17.0,
3.0,9.0,7.0,99.0,18.0,26.0,14.0,158.0,1018.0,593.0,1.0,,,,28.0,
4.0,10.0,7.0,107.0,18.0,27.0,17.0,154.0,1018.0,525.0,1.0,,,,26.0,
4.0,12.0,11.0,105.0,19.0,29.0,17.0,122.0,1017.0,394.0,1.0,,,,34.0,
4.0,14.0,11.0,96.0,18.0,39.0,20.0,139.0,1017.0,54.0,1.0,,,,44.0,
3.0,15.0,11.0,90.0,17.0,49.0,20.0,111.0,1018.0,22.0,1.0,,,,48.0,
5.0,27.0,10.0,54.0,15.0,58.0,35.0,127.0,1018.0,2.0,1.0,,,,53.0,
8.0,49.0,9.0,16.0,13.0,65.0,61.0,234.0,1019.0,2.0,1.0,,,,55.0,
19.0,47.0,10.0,8.0,12.0,68.0,75.0,306.0,1020.0,2.0,1.0,,,,76.0,
6.0,39.0,9.0,17.0,11.0,70.0,48.0,307.0,1020.0,2.0,1.0,,,,52.0,
3.0,22.0,10.0,50.0,12.0,71.0,27.0,303.0,1021.0,2.0,1.0,,,,43.0,
4.0,18.0,10.0,51.0,11.0,73.0,23.0,311.0,1021.0,2.0,1.0,,,,31.0,
3.0,14.0,11.0,65.0,11.0,73.0,18.0,313.0,1021.0,2.0,1.0,,,,25.0,
3.0,12.0,11.0,67.0,11.0,69.0,16.0,303.0,1021.0,2.0,1.0,,,,14.0,
3.0,12.0,10.0,67.0,11.0,65.0,16.0,309.0,1021.0,2.0,1.0,,,,20.0,
3.0,11.0,10.0,73.0,11.0,62.0,15.0,303.0,1021.0,2.0,1.0,,,,12.0,
3.0,9.0,11.0,73.0,10.0,58.0,14.0,306.0,1020.0,2.0,1.0,,,,17.0,
3.0,11.0,11.0,71.0,10.0,59.0,16.0,306.0,1020.0,2.0,1.0,,,,16.0,
3.0,10.0,10.0,77.0,10.0,58.0,15.0,305.0,1020.0,2.0,1.0,,,,17.0,
4.0,15.0,10.0,69.0,10.0,59.0,20.0,305.0,1021.0,3.0,1.0,,,,20.0,
5.0,18.0,10.0,68.0,10.0,58.0,25.0,310.0,1021.0,23.0,1.0,,,,29.0,
4.0,14.0,10.0,68.0,11.0,51.0,20.0,310.0,1021.0,53.0,1.0,,,,33.0,
4.0,14.0,11.0,72.0,14.0,49.0,19.0,314.0,1021.0,109.0,1.0,,,,57.0,
5.0,15.0,11.0,82.0,18.0,47.0,23.0,186.0,1021.0,484.0,1.0,,,,55.0,
4.0,12.0,11.0,103.0,19.0,48.0,18.0,194.0,1020.0,520.0,2.0,,,,20.0,
4.0,12.0,10.0,108.0,19.0,47.0,17.0,196.0,1019.0,587.0,2.0,,,,19.0,
4.0,11.0,8.0,108.0,19.0,46.0,17.0,199.0,1018.0,521.0,2.0,,,,20.0,
3.0,9.0,9.0,108.0,19.0,48.0,14.0,203.0,1018.0,396.0,2.0,,,,21.0,
4.0,11.0,13.0,106.0,19.0,53.0,17.0,191.0,1017.0,70.0,2.0,,,,27.0,
4.0,11.0,13.0,105.0,18.0,56.0,17.0,195.0,1017.0,27.0,2.0,,,,16.0,
5.0,19.0,10.0,81.0,16.0,61.0,27.0,186.0,1018.0,3.0,1.0,,,,31.0,
5.0,26.0,10.0,60.0,15.0,66.0,35.0,181.0,1018.0,1.0,1.0,,,,48.0,
8.0,45.0,11.0,19.0,14.0,72.0,57.0,252.0,1018.0,2.0,1.0,,,,37.0,
13.0,49.0,11.0,5.0,12.0,77.0,68.0,329.0,1019.0,2.0,1.0,,,,48.0,
5.0,24.0,11.0,50.0,12.0,79.0,32.0,308.0,1019.0,2.0,1.0,,,,30.0,
4.0,13.0,11.0,69.0,12.0,78.0,19.0,296.0,1019.0,2.0,1.0,,,,26.0,
3.0,12.0,10.0,70.0,12.0,78.0,17.0,301.0,1019.0,2.0,1.0,,,,21.0,
3.0,11.0,8.0,71.0,12.0,79.0,16.0,307.0,1019.0,2.0,1.0,,,,19.0,
3.0,11.0,8.0,70.0,12.0,79.0,16.0,301.0,1018.0,2.0,1.0,,,,17.0,
3.0,10.0,9.0,64.0,12.0,76.0,15.0,304.0,1018.0,2.0,1.0,,,,12.0,
3.0,9.0,8.0,61.0,11.0,76.0,14.0,306.0,1018.0,2.0,1.0,,,,14.0,
3.0,10.0,9.0,60.0,11.0,73.0,15.0,306.0,1018.0,2.0,1.0,,,,13.0,
3.0,11.0,10.0,59.0,11.0,69.0,16.0,298.0,1018.0,2.0,1.0,,,,11.0,
4.0,13.0,9.0,51.0,10.0,67.0,19.0,304.0,1019.0,3.0,1.0,,,,12.0,
5.0,14.0,10.0,56.0,11.0,66.0,23.0,303.0,1019.0,18.0,1.0,,,,21.0,
5.0,14.0,11.0,52.0,11.0,60.0,21.0,306.0,1018.0,52.0,1.0,,,,22.0,
,,,,15.0,53.0,,316.0,1020.0,92.0,1.0,,,,32.0,
5.0,21.0,13.0,70.0,18.0,52.0,28.0,309.0,1019.0,494.0,1.0,,,,42.0,
4.0,17.0,8.0,89.0,20.0,56.0,23.0,128.0,1020.0,553.0,1.0,,,,31.0,
5.0,19.0,7.0,99.0,21.0,53.0,26.0,148.0,1019.0,568.0,1.0,,,,26.0,
6.0,18.0,7.0,102.0,20.0,58.0,27.0,149.0,1018.0,491.0,1.0,,,,23.0,
4.0,15.0,8.0,108.0,20.0,61.0,21.0,160.0,1018.0,401.0,1.0,,,,31.0,
4.0,15.0,11.0,113.0,19.0,65.0,21.0,167.0,1018.0,68.0,2.0,,,,23.0,
4.0,17.0,12.0,108.0,18.0,68.0,24.0,171.0,1019.0,25.0,2.0,,,,26.0,
5.0,29.0,11.0,79.0,16.0,71.0,36.0,180.0,1019.0,2.0,1.0,,,,30.0,
4.0,45.0,9.0,46.0,15.0,75.0,51.0,212.0,1019.0,2.0,1.0,,,,56.0,
16.0,59.0,11.0,10.0,14.0,79.0,84.0,325.0,1020.0,2.0,1.0,,,,60.0,
10.0,58.0,9.0,6.0,12.0,85.0,72.0,306.0,1020.0,2.0,1.0,,,,45.0,
8.0,52.0,10.0,13.0,12.0,87.0,64.0,315.0,1020.0,2.0,1.0,,,,41.0,
3.0,28.0,10.0,35.0,11.0,89.0,33.0,323.0,1020.0,2.0,1.0,,,,25.0,
3.0,19.0,9.0,59.0,12.0,92.0,23.0,280.0,1020.0,3.0,1.0,,,,22.0,
3.0,14.0,8.0,70.0,12.0,92.0,19.0,306.0,1020.0,2.0,1.0,,,,21.0,
3.0,15.0,8.0,67.0,12.0,90.0,19.0,301.0,1020.0,2.0,1.0,,,,22.0,
3.0,13.0,10.0,67.0,12.0,90.0,17.0,316.0,1020.0,2.0,1.0,,,,19.0,
3.0,12.0,13.0,70.0,12.0,86.0,17.0,305.0,1020.0,2.0,1.0,,,,20.0,
3.0,11.0,14.0,69.0,12.0,84.0,16.0,316.0,1019.0,2.0,1.0,,,,19.0,
3.0,14.0,11.0,64.0,11.0,86.0,19.0,304.0,1019.0,2.0,1.0,,,,21.0,
3.0,18.0,10.0,61.0,11.0,87.0,23.0,302.0,1019.0,3.0,1.0,,,,22.0,
6.0,20.0,10.0,60.0,11.0,88.0,29.0,303.0,1020.0,24.0,1.0,,,,26.0,
5.0,20.0,10.0,60.0,12.0,83.0,27.0,309.0,1020.0,74.0,1.0,,,,36.0,
4.0,18.0,10.0,69.0,14.0,73.0,24.0,308.0,1020.0,97.0,1.0,,,,37.0,
5.0,19.0,10.0,72.0,17.0,63.0,26.0,311.0,1020.0,482.0,1.0,,,,48.0,
5.0,17.0,9.0,91.0,19.0,62.0,23.0,188.0,1020.0,534.0,1.0,,,,33.0,
4.0,16.0,8.0,107.0,20.0,62.0,21.0,141.0,1019.0,559.0,1.0,,,,21.0,
6.0,18.0,7.0,107.0,20.0,61.0,27.0,150.0,1019.0,484.0,1.0,,,,26.0,
5.0,17.0,7.0,114.0,20.0,62.0,24.0,159.0,1018.0,340.0,1.0,,,,23.0,
4.0,16.0,9.0,116.0,19.0,65.0,22.0,160.0,1018.0,67.0,1.0,,,,22.0,
3.0,17.0,10.0,109.0,18.0,69.0,22.0,176.0,1018.0,23.0,2.0,,,,25.0,
5.0,28.0,9.0,85.0,16.0,75.0,35.0,190.0,1018.0,2.0,1.0,,,,32.0,
5.0,32.0,9.0,68.0,16.0,78.0,41.0,228.0,1018.0,1.0,1.0,,,,28.0,
16.0,64.0,9.0,11.0,14.0,82.0,89.0,271.0,1019.0,2.0,1.0,,,,37.0,
12.0,64.0,11.0,5.0,13.0,87.0,83.0,283.0,1019.0,2.0,1.0,,,,37.0,
5.0,42.0,11.0,27.0,12.0,90.0,50.0,315.0,1019.0,2.0,1.0,,,,31.0,
4.0,25.0,11.0,51.0,13.0,93.0,30.0,286.0,1019.0,2.0,1.0,,,,25.0,
3.0,19.0,11.0,59.0,13.0,93.0,24.0,304.0,1019.0,2.0,1.0,,,,27.0,
3.0,17.0,11.0,59.0,13.0,92.0,22.0,302.0,1019.0,2.0,1.0,,,,22.0,
3.0,15.0,10.0,55.0,12.0,91.0,20.0,306.0,1019.0,2.0,1.0,,,,21.0,
3.0,13.0,9.0,53.0,12.0,90.0,18.0,308.0,1019.0,2.0,1.0,,,,21.0,
3.0,12.0,10.0,57.0,12.0,90.0,17.0,313.0,1019.0,3.0,1.0,,,,18.0,
3.0,12.0,10.0,62.0,12.0,87.0,17.0,299.0,1018.0,2.0,1.0,,,,20.0,
3.0,12.0,10.0,62.0,12.0,85.0,17.0,307.0,1018.0,2.0,1.0,,,,20.0,
3.0,14.0,10.0,58.0,11.0,83.0,19.0,311.0,1019.0,3.0,1.0,,,,21.0,
